Date,max_temp,min_temp,precipitation,snow,snow_depth
2018-06-28,86,67,0.0,0.0,0.0
2018-06-29,99,74,0.0,0.0,0.0
2018-06-30,89,75,0.005,0.0,0.0
2018-07-01,75,63,1.16,0.0,0.0
2018-07-02,88,66,0.0,0.0,0.0
2018-07-03,87,70,0.02,0.0,0.0
2018-07-04,83,71,0.67,0.0,0.0
2018-07-05,83,68,0.0,0.0,0.0
2018-07-06,82,63,0.0,0.0,0.0
2018-07-07,85,68,0.0,0.0,0.0
2018-07-08,90,71,0.0,0.0,0.0
2018-07-09,90,72,0.005,0.0,0.0
2018-07-10,85,68,0.005,0.0,0.0
2018-07-11,92,69,0.0,0.0,0.0
2018-07-12,95,73,2.13,0.0,0.0
2018-07-13,83,72,0.08,0.0,0.0
2018-07-14,87,69,0.0,0.0,0.0
2018-07-15,89,71,0.0,0.0,0.0
2018-07-16,86,64,0.0,0.0,0.0
2018-07-17,81,65,0.005,0.0,0.0
2018-07-18,82,64,0.0,0.0,0.0
2018-07-19,73,65,0.08,0.0,0.0
2018-07-20,82,65,0.09,0.0,0.0
2018-07-21,84,63,0.0,0.0,0.0
